class,gender,age,bodyType,profession,pregnant,isYou,species,isPet,role
scenario:green,,,,,,,,,
person,male,32,average,criminal,false,false,,,passenger
person,male,43,athletic,criminal,false,false,,,passenger
person,female,28,overweight,unknown,true,false,,,passenger
person,female,85,overweight,none,false,false,,,pedestrian
person,female,82,overweight,none,false,false,,,pedestrian
person,male,98,athletic,none,false,false,,,pedestrian
person,male,86,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,17,athletic,homeless,false,false,,,passenger
animal,male,14,overweight,,,,cat,false,passenger
person,male,84,average,none,false,false,,,passenger
animal,female,19,average,,,,cat,false,passenger
person,male,71,average,none,false,false,,,passenger
person,male,63,average,doctor,false,false,,,pedestrian
person,male,50,athletic,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,89,athletic,none,false,false,,,passenger
person,female,27,athletic,homeless,false,false,,,passenger
person,male,76,average,none,false,false,,,passenger
person,female,94,average,none,false,false,,,passenger
person,male,37,overweight,ceo,false,false,,,passenger
animal,female,13,overweight,,,,cat,true,passenger
person,male,46,athletic,unemployed,false,false,,,pedestrian
person,male,58,overweight,homeless,false,false,,,pedestrian
person,male,62,average,criminal,false,false,,,pedestrian
person,female,1,athletic,none,false,false,,,pedestrian
person,male,78,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,18,overweight,,,,ferret,true,passenger
person,male,38,athletic,homeless,false,false,,,passenger
person,male,34,athletic,homeless,false,false,,,passenger
person,female,87,athletic,none,false,false,,,passenger
person,male,41,overweight,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,67,athletic,unknown,true,false,,,passenger
person,male,26,average,doctor,false,false,,,passenger
person,female,4,average,none,false,false,,,passenger
person,male,99,overweight,none,false,true,,,pedestrian
person,female,52,average,homeless,true,false,,,pedestrian
animal,male,17,athletic,,,,cat,false,pedestrian
person,female,80,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,5,average,,,,dog,true,passenger
person,female,57,average,unemployed,false,false,,,passenger
person,male,26,overweight,homeless,false,false,,,passenger
person,male,32,average,criminal,false,false,,,passenger
person,male,93,average,none,false,false,,,passenger
person,female,62,average,ceo,false,false,,,passenger
person,male,68,overweight,ceo,false,false,,,pedestrian
person,male,94,average,none,false,false,,,pedestrian
person,female,44,overweight,ceo,true,false,,,pedestrian
animal,male,20,average,,,,cat,true,pedestrian
scenario:red,,,,,,,,,
person,male,63,overweight,homeless,false,false,,,passenger
person,male,67,average,criminal,false,false,,,passenger
person,female,33,overweight,criminal,false,false,,,passenger
person,male,8,average,none,false,false,,,passenger
person,male,62,overweight,doctor,false,false,,,passenger
person,female,33,overweight,ceo,false,false,,,passenger
person,male,17,overweight,unknown,false,false,,,pedestrian
person,female,4,average,none,false,false,,,pedestrian
person,female,94,average,none,false,false,,,pedestrian
animal,female,1,overweight,,,,cat,true,pedestrian
scenario:red,,,,,,,,,
animal,female,3,overweight,,,,ferret,true,passenger
person,female,2,athletic,none,false,true,,,passenger
person,female,29,overweight,doctor,false,false,,,passenger
person,female,64,athletic,doctor,false,false,,,passenger
person,female,88,athletic,none,false,false,,,passenger
person,male,4,athletic,none,false,false,,,passenger
person,male,93,average,none,false,false,,,pedestrian
person,male,31,athletic,homeless,false,false,,,pedestrian
person,male,70,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,0,average,,,,cat,true,passenger
person,female,23,overweight,unknown,false,false,,,passenger
person,male,96,athletic,none,false,false,,,passenger
person,male,61,average,unknown,false,false,,,passenger
animal,male,8,overweight,,,,dog,false,passenger
person,male,47,athletic,criminal,false,false,,,passenger
person,male,37,overweight,unknown,false,false,,,passenger
person,male,50,average,doctor,false,false,,,pedestrian
animal,male,16,athletic,,,,cat,true,pedestrian
person,female,92,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,88,overweight,none,false,false,,,passenger
person,male,65,athletic,homeless,false,false,,,passenger
animal,female,3,overweight,,,,ferret,true,passenger
person,male,36,average,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,61,athletic,unknown,false,false,,,passenger
person,female,47,overweight,homeless,true,false,,,passenger
person,male,79,overweight,none,false,false,,,passenger
animal,male,11,athletic,,,,cat,true,passenger
person,female,25,overweight,unemployed,true,false,,,passenger
person,female,29,athletic,unemployed,false,false,,,passenger
person,male,87,average,none,false,false,,,passenger
person,female,85,overweight,none,false,false,,,pedestrian
animal,female,13,athletic,,,,cat,true,pedestrian
person,female,73,overweight,none,false,false,,,pedestrian
person,female,61,athletic,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,48,athletic,doctor,false,false,,,passenger
animal,male,7,athletic,,,,dog,false,passenger
person,male,56,overweight,criminal,false,false,,,passenger
animal,female,20,overweight,,,,cat,true,pedestrian
scenario:red,,,,,,,,,
person,female,29,athletic,homeless,false,true,,,passenger
person,female,3,average,none,false,false,,,passenger
person,male,69,overweight,none,false,false,,,pedestrian
person,male,65,overweight,criminal,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,12,overweight,none,false,true,,,passenger
person,female,53,average,homeless,false,false,,,passenger
person,female,38,overweight,criminal,false,false,,,passenger
person,male,32,average,doctor,false,false,,,passenger
person,male,71,overweight,none,false,false,,,passenger
person,male,85,average,none,false,false,,,passenger
animal,female,11,overweight,,,,ferret,false,pedestrian
person,female,51,overweight,ceo,false,false,,,pedestrian
person,male,84,athletic,none,false,false,,,pedestrian
person,female,44,average,homeless,true,false,,,pedestrian
person,female,85,athletic,none,false,false,,,pedestrian
person,female,76,average,none,false,false,,,pedestrian
person,female,46,overweight,homeless,true,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,24,average,homeless,true,false,,,passenger
person,male,91,athletic,none,false,false,,,passenger
person,female,60,overweight,homeless,false,false,,,passenger
person,female,87,athletic,none,false,false,,,pedestrian
person,female,10,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,9,overweight,none,false,true,,,passenger
person,female,64,athletic,homeless,false,false,,,passenger
person,male,87,overweight,none,false,false,,,pedestrian
person,male,9,average,none,false,false,,,pedestrian
person,female,67,overweight,homeless,false,false,,,pedestrian
person,female,88,overweight,none,false,false,,,pedestrian
person,female,11,overweight,none,false,false,,,pedestrian
person,male,6,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,1,overweight,,,,cat,false,passenger
person,male,4,overweight,none,false,false,,,passenger
person,male,44,athletic,criminal,false,false,,,passenger
person,male,29,average,unemployed,false,false,,,passenger
person,male,42,overweight,homeless,false,false,,,pedestrian
person,male,58,athletic,criminal,false,false,,,pedestrian
person,male,67,average,doctor,false,false,,,pedestrian
animal,male,16,overweight,,,,dog,false,pedestrian
person,male,77,average,none,false,false,,,pedestrian
person,female,1,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,3,overweight,none,false,false,,,passenger
animal,female,4,average,,,,cat,false,passenger
person,female,50,overweight,homeless,false,false,,,passenger
person,female,68,athletic,unknown,true,false,,,pedestrian
person,female,87,overweight,none,false,false,,,pedestrian
person,male,29,overweight,unemployed,false,false,,,pedestrian
animal,male,5,overweight,,,,ferret,false,pedestrian
animal,female,13,athletic,,,,dog,true,pedestrian
animal,male,15,average,,,,dog,false,pedestrian
scenario:green,,,,,,,,,
person,female,100,average,none,false,false,,,passenger
person,female,67,average,unknown,false,false,,,passenger
person,female,77,overweight,none,false,false,,,passenger
person,male,99,average,none,false,false,,,passenger
animal,female,17,athletic,,,,dog,false,passenger
person,female,61,athletic,doctor,false,false,,,passenger
person,female,69,athletic,none,false,false,,,pedestrian
person,male,0,average,none,false,false,,,pedestrian
person,female,58,average,ceo,true,false,,,pedestrian
person,female,30,athletic,ceo,true,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,88,athletic,none,false,false,,,passenger
person,female,38,average,doctor,true,false,,,pedestrian
person,male,89,overweight,none,false,false,,,pedestrian
animal,male,12,athletic,,,,cat,true,pedestrian
person,female,62,overweight,doctor,true,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,78,athletic,none,false,false,,,passenger
person,female,85,average,none,false,false,,,pedestrian
person,female,37,average,criminal,true,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,67,athletic,unknown,false,false,,,passenger
person,male,43,athletic,criminal,false,false,,,passenger
animal,male,1,overweight,,,,cat,false,passenger
person,male,41,athletic,unemployed,false,false,,,passenger
person,female,12,athletic,none,false,false,,,passenger
animal,male,8,average,,,,cat,true,passenger
person,female,53,overweight,doctor,true,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,7,overweight,,,,cat,true,passenger
animal,female,19,overweight,,,,ferret,false,pedestrian
person,male,41,average,ceo,false,false,,,pedestrian
person,male,73,athletic,none,false,false,,,pedestrian
animal,male,20,average,,,,cat,true,pedestrian
scenario:red,,,,,,,,,
person,female,52,overweight,doctor,false,false,,,passenger
animal,female,0,athletic,,,,ferret,false,passenger
person,male,90,average,none,false,false,,,passenger
person,female,39,athletic,unemployed,false,false,,,passenger
person,female,90,overweight,none,false,false,,,pedestrian
person,female,28,average,homeless,false,false,,,pedestrian
person,female,48,athletic,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,82,athletic,none,false,false,,,passenger
animal,male,14,overweight,,,,ferret,false,pedestrian
person,male,6,average,none,false,false,,,pedestrian
animal,male,17,average,,,,dog,true,pedestrian
person,male,64,athletic,criminal,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,18,athletic,,,,cat,true,passenger
person,female,64,athletic,criminal,true,false,,,passenger
person,male,90,average,none,false,false,,,passenger
person,female,9,average,none,false,false,,,passenger
person,male,45,overweight,unemployed,false,false,,,passenger
animal,male,20,overweight,,,,dog,false,pedestrian
person,female,36,athletic,homeless,false,false,,,pedestrian
person,male,80,average,none,false,false,,,pedestrian
person,female,78,athletic,none,false,false,,,pedestrian
person,female,56,overweight,homeless,true,false,,,pedestrian
person,female,42,average,unknown,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,100,average,none,false,false,,,passenger
person,male,43,overweight,criminal,false,false,,,passenger
person,female,19,overweight,doctor,true,false,,,passenger
person,female,92,average,none,false,false,,,passenger
person,female,75,average,none,false,false,,,passenger
person,male,80,overweight,none,false,false,,,pedestrian
person,female,38,overweight,unknown,true,false,,,pedestrian
person,female,44,average,unemployed,true,false,,,pedestrian
person,male,93,athletic,none,false,false,,,pedestrian
person,female,91,overweight,none,false,false,,,pedestrian
person,male,11,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,33,athletic,doctor,false,false,,,passenger
person,male,92,athletic,none,false,false,,,passenger
person,female,84,overweight,none,false,false,,,passenger
person,female,65,overweight,unknown,false,false,,,passenger
person,male,3,athletic,none,false,false,,,passenger
person,male,41,average,criminal,false,false,,,passenger
person,female,100,athletic,none,false,false,,,passenger
person,male,87,athletic,none,false,false,,,pedestrian
animal,male,5,overweight,,,,dog,true,pedestrian
animal,female,4,athletic,,,,cat,true,pedestrian
scenario:green,,,,,,,,,
person,male,45,athletic,doctor,false,false,,,passenger
person,male,25,athletic,ceo,false,false,,,pedestrian
animal,female,15,overweight,,,,cat,false,pedestrian
person,male,24,athletic,criminal,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,79,average,none,false,false,,,passenger
animal,female,3,average,,,,cat,true,passenger
animal,male,9,athletic,,,,dog,false,passenger
person,female,31,overweight,homeless,false,false,,,passenger
person,female,51,average,doctor,false,false,,,passenger
person,female,19,athletic,ceo,true,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,63,athletic,homeless,true,true,,,passenger
animal,male,6,overweight,,,,ferret,false,passenger
person,female,27,overweight,homeless,true,false,,,passenger
person,male,3,average,none,false,false,,,pedestrian
person,female,70,athletic,none,false,false,,,pedestrian
person,female,93,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,88,athletic,none,false,false,,,passenger
person,female,57,average,homeless,true,false,,,passenger
animal,male,11,average,,,,dog,true,passenger
person,male,40,average,criminal,false,false,,,passenger
person,male,70,athletic,none,false,false,,,passenger
person,male,41,athletic,homeless,false,false,,,passenger
animal,male,18,average,,,,dog,false,pedestrian
person,male,0,average,none,false,false,,,pedestrian
person,male,25,athletic,doctor,false,false,,,pedestrian
person,male,19,average,unemployed,false,false,,,pedestrian
animal,male,18,average,,,,ferret,true,pedestrian
scenario:green,,,,,,,,,
animal,male,6,average,,,,dog,false,passenger
person,female,92,athletic,none,false,true,,,passenger
person,male,19,athletic,unknown,false,false,,,passenger
person,male,0,average,none,false,false,,,pedestrian
person,male,19,athletic,unemployed,false,false,,,pedestrian
person,male,65,overweight,doctor,false,false,,,pedestrian
person,female,34,overweight,ceo,false,false,,,pedestrian
person,male,63,athletic,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,72,athletic,none,false,false,,,passenger
person,male,77,average,none,false,false,,,passenger
person,male,0,athletic,none,false,false,,,passenger
person,female,6,overweight,none,false,false,,,pedestrian
person,male,56,athletic,criminal,false,false,,,pedestrian
person,female,76,overweight,none,false,false,,,pedestrian
person,female,25,athletic,ceo,false,false,,,pedestrian
animal,male,4,average,,,,dog,true,pedestrian
animal,male,17,average,,,,cat,true,pedestrian
person,female,82,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,80,average,none,false,false,,,passenger
person,male,96,average,none,false,false,,,passenger
person,male,2,overweight,none,false,false,,,passenger
person,female,22,average,ceo,false,false,,,pedestrian
animal,female,1,overweight,,,,dog,false,pedestrian
animal,male,5,athletic,,,,ferret,true,pedestrian
person,female,38,average,homeless,false,false,,,pedestrian
person,female,55,overweight,criminal,false,false,,,pedestrian
person,female,82,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,74,athletic,none,false,false,,,passenger
animal,male,19,average,,,,dog,false,passenger
person,male,66,average,criminal,false,false,,,passenger
person,female,66,average,doctor,true,false,,,passenger
animal,female,18,athletic,,,,cat,true,passenger
person,female,10,average,none,false,false,,,pedestrian
person,female,60,athletic,doctor,false,false,,,pedestrian
person,female,53,average,unknown,false,false,,,pedestrian
person,male,11,overweight,none,false,false,,,pedestrian
person,female,32,overweight,unknown,true,false,,,pedestrian
person,male,60,overweight,ceo,false,false,,,pedestrian
person,male,41,average,ceo,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,58,overweight,homeless,false,false,,,passenger
person,female,75,athletic,none,false,false,,,pedestrian
person,female,82,athletic,none,false,false,,,pedestrian
person,female,72,average,none,false,false,,,pedestrian
person,male,19,overweight,criminal,false,false,,,pedestrian
person,male,3,athletic,none,false,false,,,pedestrian
person,male,52,overweight,unknown,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,87,average,none,false,false,,,passenger
person,male,10,athletic,none,false,false,,,passenger
person,male,17,average,doctor,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,100,average,none,false,false,,,passenger
person,female,59,athletic,criminal,false,false,,,passenger
person,female,71,athletic,none,false,false,,,passenger
person,male,72,athletic,none,false,false,,,passenger
person,male,13,overweight,none,false,false,,,passenger
person,female,92,average,none,false,true,,,pedestrian
person,female,41,overweight,homeless,false,false,,,pedestrian
person,female,11,overweight,none,false,false,,,pedestrian
animal,female,1,athletic,,,,ferret,true,pedestrian
scenario:green,,,,,,,,,
animal,male,16,athletic,,,,dog,true,passenger
person,male,7,athletic,none,false,false,,,passenger
person,female,56,athletic,doctor,true,false,,,passenger
person,female,75,overweight,none,false,false,,,passenger
animal,female,17,overweight,,,,cat,false,pedestrian
person,female,18,overweight,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,57,athletic,ceo,false,false,,,passenger
person,male,87,average,none,false,false,,,passenger
person,female,67,average,unemployed,true,false,,,passenger
person,male,39,overweight,unemployed,false,false,,,pedestrian
person,female,57,average,doctor,true,false,,,pedestrian
person,male,59,overweight,unknown,false,false,,,pedestrian
animal,female,13,athletic,,,,ferret,false,pedestrian
person,female,68,average,ceo,true,false,,,pedestrian
person,male,59,overweight,unemployed,false,false,,,pedestrian
person,male,38,average,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,96,average,none,false,false,,,passenger
person,female,65,average,ceo,true,false,,,passenger
person,male,66,average,homeless,false,false,,,passenger
animal,male,9,overweight,,,,cat,true,passenger
person,female,7,average,none,false,false,,,passenger
person,male,64,overweight,doctor,false,false,,,passenger
animal,male,19,average,,,,dog,true,pedestrian
person,male,48,average,homeless,false,false,,,pedestrian
person,male,4,overweight,none,false,false,,,pedestrian
animal,female,18,average,,,,ferret,false,pedestrian
scenario:green,,,,,,,,,
person,female,84,overweight,none,false,false,,,passenger
person,male,18,overweight,doctor,false,false,,,passenger
person,female,38,overweight,unknown,true,false,,,passenger
person,male,9,average,none,false,false,,,passenger
person,male,20,average,ceo,false,false,,,passenger
person,male,38,athletic,homeless,false,true,,,pedestrian
person,male,76,athletic,none,false,false,,,pedestrian
person,male,18,overweight,unknown,false,false,,,pedestrian
person,male,29,average,homeless,false,false,,,pedestrian
person,female,35,average,ceo,false,false,,,pedestrian
animal,female,10,athletic,,,,cat,true,pedestrian
person,male,88,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,13,athletic,none,false,false,,,passenger
person,female,56,overweight,ceo,true,true,,,pedestrian
animal,male,9,average,,,,cat,false,pedestrian
animal,male,9,overweight,,,,dog,true,pedestrian
person,female,100,overweight,none,false,false,,,pedestrian
person,male,27,average,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,60,athletic,ceo,false,false,,,passenger
person,male,7,average,none,false,false,,,passenger
animal,male,6,overweight,,,,cat,true,pedestrian
scenario:green,,,,,,,,,
person,female,18,athletic,unemployed,true,false,,,passenger
person,female,99,average,none,false,false,,,passenger
person,female,99,average,none,false,false,,,passenger
person,male,85,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,12,athletic,,,,dog,false,passenger
animal,male,20,athletic,,,,cat,false,passenger
person,female,60,average,criminal,true,false,,,passenger
person,male,94,overweight,none,false,false,,,passenger
person,male,7,average,none,false,false,,,passenger
person,male,43,average,unknown,false,false,,,passenger
person,female,46,overweight,doctor,true,false,,,pedestrian
person,male,42,average,unknown,false,false,,,pedestrian
person,male,82,average,none,false,false,,,pedestrian
person,female,78,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,17,athletic,,,,cat,false,passenger
person,female,78,average,none,false,false,,,passenger
person,male,35,overweight,homeless,false,false,,,passenger
person,male,23,overweight,ceo,false,false,,,passenger
animal,female,19,average,,,,dog,true,passenger
person,male,46,average,unknown,false,false,,,pedestrian
person,female,92,overweight,none,false,false,,,pedestrian
person,male,8,athletic,none,false,false,,,pedestrian
person,female,1,athletic,none,false,false,,,pedestrian
animal,male,3,average,,,,dog,true,pedestrian
scenario:red,,,,,,,,,
person,male,39,athletic,homeless,false,false,,,passenger
person,male,20,athletic,unemployed,false,false,,,passenger
person,female,28,athletic,homeless,true,false,,,passenger
person,male,99,athletic,none,false,false,,,pedestrian
person,female,53,athletic,ceo,true,false,,,pedestrian
person,female,42,overweight,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,43,athletic,homeless,true,false,,,passenger
person,male,68,athletic,doctor,false,false,,,pedestrian
person,male,45,athletic,ceo,false,false,,,pedestrian
person,male,12,average,none,false,false,,,pedestrian
person,female,25,overweight,criminal,true,false,,,pedestrian
person,male,84,athletic,none,false,false,,,pedestrian
person,female,75,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,45,athletic,unknown,false,false,,,passenger
person,female,27,athletic,criminal,true,false,,,passenger
person,male,99,average,none,false,false,,,passenger
person,female,55,athletic,ceo,true,false,,,passenger
person,female,60,athletic,ceo,false,false,,,pedestrian
person,female,79,overweight,none,false,false,,,pedestrian
person,male,43,athletic,homeless,false,false,,,pedestrian
person,male,2,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,74,overweight,none,false,false,,,passenger
animal,female,20,average,,,,cat,false,pedestrian
person,male,58,average,homeless,false,false,,,pedestrian
person,male,19,athletic,unknown,false,false,,,pedestrian
person,female,58,athletic,unknown,true,false,,,pedestrian
person,male,87,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,20,average,ceo,true,false,,,passenger
person,female,6,average,none,false,false,,,pedestrian
person,male,81,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,42,overweight,homeless,true,false,,,passenger
animal,female,9,overweight,,,,ferret,false,passenger
person,female,71,athletic,none,false,false,,,passenger
person,female,45,overweight,unknown,false,false,,,passenger
animal,male,11,average,,,,dog,true,passenger
person,male,26,average,ceo,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,52,overweight,homeless,false,true,,,passenger
person,male,15,average,none,false,false,,,passenger
person,male,74,athletic,none,false,false,,,passenger
person,male,20,average,ceo,false,false,,,passenger
person,male,49,overweight,doctor,false,false,,,passenger
person,male,37,overweight,ceo,false,false,,,passenger
person,female,25,average,unknown,true,false,,,passenger
person,female,10,average,none,false,false,,,pedestrian
person,female,18,average,doctor,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,28,athletic,unknown,false,false,,,passenger
person,female,62,athletic,criminal,false,false,,,passenger
animal,female,15,average,,,,cat,true,passenger
person,male,36,overweight,unknown,false,false,,,passenger
person,female,66,average,doctor,true,false,,,passenger
animal,female,5,athletic,,,,cat,true,passenger
animal,female,19,average,,,,dog,true,passenger
animal,male,3,athletic,,,,ferret,true,pedestrian
scenario:green,,,,,,,,,
person,female,78,athletic,none,false,false,,,passenger
person,male,10,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,19,athletic,,,,dog,false,passenger
person,male,92,average,none,false,false,,,passenger
person,female,77,overweight,none,false,false,,,passenger
person,male,87,average,none,false,false,,,passenger
person,female,61,athletic,ceo,false,false,,,passenger
person,male,90,overweight,none,false,false,,,passenger
person,male,11,average,none,false,false,,,pedestrian
person,female,5,overweight,none,false,false,,,pedestrian
person,female,0,athletic,none,false,false,,,pedestrian
person,female,54,overweight,homeless,true,false,,,pedestrian
person,female,89,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,20,athletic,unknown,true,true,,,passenger
person,male,15,overweight,none,false,false,,,passenger
person,male,9,overweight,none,false,false,,,passenger
person,male,13,overweight,none,false,false,,,passenger
person,male,25,overweight,ceo,false,false,,,passenger
person,female,66,overweight,ceo,true,false,,,pedestrian
animal,female,15,average,,,,ferret,true,pedestrian
person,male,78,average,none,false,false,,,pedestrian
person,female,6,average,none,false,false,,,pedestrian
person,male,8,overweight,none,false,false,,,pedestrian
person,female,57,overweight,unknown,true,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,53,average,ceo,false,false,,,passenger
person,female,44,overweight,homeless,true,false,,,passenger
person,male,3,average,none,false,false,,,passenger
animal,male,17,athletic,,,,ferret,false,passenger
person,female,100,athletic,none,false,false,,,passenger
person,female,23,average,doctor,false,true,,,pedestrian
person,male,38,overweight,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,98,average,none,false,false,,,passenger
animal,male,17,athletic,,,,ferret,true,passenger
person,female,30,athletic,ceo,true,false,,,passenger
person,female,91,athletic,none,false,false,,,passenger
person,male,23,athletic,homeless,false,false,,,passenger
person,male,55,average,ceo,false,false,,,passenger
person,male,99,average,none,false,false,,,passenger
person,male,79,overweight,none,false,false,,,pedestrian
person,male,85,athletic,none,false,false,,,pedestrian
person,male,0,overweight,none,false,false,,,pedestrian
person,male,24,overweight,unemployed,false,false,,,pedestrian
person,female,81,athletic,none,false,false,,,pedestrian
person,female,67,average,criminal,true,false,,,pedestrian
person,female,38,athletic,criminal,true,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,88,athletic,none,false,false,,,passenger
person,male,67,overweight,criminal,false,false,,,passenger
person,female,89,overweight,none,false,false,,,passenger
person,male,84,overweight,none,false,false,,,passenger
person,male,17,athletic,ceo,false,false,,,passenger
person,female,30,average,unknown,true,false,,,passenger
person,female,42,average,unknown,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,18,overweight,,,,dog,true,passenger
person,male,81,average,none,false,false,,,passenger
person,female,5,athletic,none,false,false,,,passenger
person,male,7,average,none,false,false,,,passenger
person,male,63,athletic,homeless,false,false,,,passenger
person,male,63,average,homeless,false,false,,,passenger
person,female,51,average,homeless,true,false,,,pedestrian
person,female,91,average,none,false,false,,,pedestrian
person,female,42,overweight,doctor,false,false,,,pedestrian
person,male,28,athletic,unknown,false,false,,,pedestrian
animal,female,13,overweight,,,,dog,false,pedestrian
person,female,38,overweight,unemployed,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,35,athletic,unemployed,false,false,,,passenger
person,male,28,athletic,ceo,false,false,,,passenger
person,male,91,athletic,none,false,false,,,passenger
animal,male,14,athletic,,,,cat,true,passenger
animal,female,1,athletic,,,,cat,true,passenger
person,male,35,athletic,ceo,false,false,,,passenger
person,female,53,average,unknown,false,true,,,pedestrian
person,male,17,overweight,ceo,false,false,,,pedestrian
person,female,8,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,88,athletic,none,false,true,,,passenger
person,female,70,overweight,none,false,false,,,passenger
person,male,67,overweight,doctor,false,false,,,passenger
person,female,99,overweight,none,false,false,,,passenger
person,female,30,average,doctor,true,false,,,pedestrian
person,female,29,overweight,homeless,true,false,,,pedestrian
scenario:red,,,,,,,,,
person,female,0,athletic,none,false,false,,,passenger
person,female,14,athletic,none,false,false,,,pedestrian
person,male,92,overweight,none,false,false,,,pedestrian
animal,female,8,overweight,,,,ferret,false,pedestrian
person,female,59,overweight,unknown,false,false,,,pedestrian
person,female,20,athletic,homeless,true,false,,,pedestrian
person,male,80,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,42,overweight,homeless,false,false,,,passenger
person,female,85,overweight,none,false,false,,,passenger
person,female,19,overweight,doctor,false,true,,,pedestrian
person,male,24,average,ceo,false,false,,,pedestrian
person,female,17,average,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,58,overweight,homeless,true,false,,,passenger
person,male,13,athletic,none,false,false,,,passenger
person,male,50,overweight,homeless,false,false,,,passenger
animal,male,17,athletic,,,,ferret,false,pedestrian
animal,male,8,athletic,,,,cat,false,pedestrian
person,male,88,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
person,male,76,athletic,none,false,false,,,passenger
person,male,13,athletic,none,false,false,,,passenger
person,male,49,athletic,homeless,false,false,,,passenger
person,female,90,overweight,none,false,false,,,pedestrian
person,female,31,average,doctor,true,false,,,pedestrian
person,female,40,athletic,homeless,false,false,,,pedestrian
person,male,3,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,91,athletic,none,false,true,,,passenger
person,female,88,average,none,false,false,,,passenger
person,female,44,athletic,ceo,true,false,,,passenger
animal,male,12,average,,,,ferret,true,passenger
person,female,75,athletic,none,false,false,,,passenger
person,male,44,average,homeless,false,false,,,passenger
person,female,95,athletic,none,false,false,,,passenger
person,male,32,average,ceo,false,false,,,pedestrian
person,male,74,overweight,none,false,false,,,pedestrian
person,female,45,overweight,criminal,true,false,,,pedestrian
scenario:green,,,,,,,,,
person,female,43,average,criminal,true,false,,,passenger
animal,male,20,average,,,,cat,true,passenger
person,female,7,overweight,none,false,false,,,pedestrian
person,male,87,athletic,none,false,false,,,pedestrian
animal,female,5,overweight,,,,cat,false,pedestrian
person,male,23,average,ceo,false,false,,,pedestrian
person,female,97,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
person,male,37,average,homeless,false,false,,,passenger
person,male,100,overweight,none,false,false,,,passenger
